Município,Mês,Quantidade
BRITANIA,November de 2023,0.0
BRITANIA,December de 2023,0.0
BRITANIA,January de 2024,0.0
BRITANIA,February de 2024,0.0
BRITANIA,March de 2024,0.0
BRITANIA,April de 2024,0.0
BRITANIA,May de 2024,0.0
BRITANIA,June de 2024,0.0
BRITANIA,July de 2024,0.0
BRITANIA,August de 2024,0.0
BURITI ALEGRE,January de 2021,0.0
BURITI ALEGRE,February de 2021,0.0
BURITI ALEGRE,March de 2021,0.0
BURITI ALEGRE,April de 2021,0.0
BURITI ALEGRE,May de 2021,0.0
BURITI ALEGRE,June de 2021,0.0
BURITI ALEGRE,July de 2021,0.0
BURITI ALEGRE,August de 2021,0.0
BURITI ALEGRE,September de 2021,0.0
BURITI ALEGRE,October de 2021,0.0
BURITI ALEGRE,November de 2021,0.0
BURITI ALEGRE,December de 2021,0.0
BURITI ALEGRE,January de 2022,0.0
BURITI ALEGRE,February de 2022,1.0
BURITI ALEGRE,March de 2022,0.0
BURITI ALEGRE,April de 2022,0.0
BURITI ALEGRE,May de 2022,0.0
BURITI ALEGRE,June de 2022,0.0
BURITI ALEGRE,July de 2022,1.0
BURITI ALEGRE,August de 2022,0.0
BURITI ALEGRE,September de 2022,0.0
BURITI ALEGRE,October de 2022,0.0
BURITI ALEGRE,November de 2022,0.0
BURITI ALEGRE,December de 2022,0.0
BURITI ALEGRE,January de 2023,0.0
BURITI ALEGRE,February de 2023,0.0
BURITI ALEGRE,March de 2023,0.0
BURITI ALEGRE,April de 2023,0.0
BURITI ALEGRE,May de 2023,0.0
BURITI ALEGRE,June de 2023,0.0
BURITI ALEGRE,July de 2023,0.0
BURITI ALEGRE,August de 2023,0.0
BURITI ALEGRE,September de 2023,0.0
BURITI ALEGRE,October de 2023,0.0
BURITI ALEGRE,November de 2023,0.0
BURITI ALEGRE,December de 2023,0.0
BURITI ALEGRE,January de 2024,0.0
BURITI ALEGRE,February de 2024,0.0
BURITI ALEGRE,March de 2024,0.0
BURITI ALEGRE,April de 2024,0.0
BURITI ALEGRE,May de 2024,0.0
BURITI ALEGRE,June de 2024,0.0
BURITI ALEGRE,July de 2024,0.0
BURITI ALEGRE,August de 2024,0.0
BURITI DE GOIAS,January de 2021,0.0
BURITI DE GOIAS,February de 2021,0.0
BURITI DE GOIAS,March de 2021,0.0
BURITI DE GOIAS,April de 2021,0.0
BURITI DE GOIAS,May de 2021,0.0
BURITI DE GOIAS,June de 2021,0.0
BURITI DE GOIAS,July de 2021,1.0
BURITI DE GOIAS,August de 2021,0.0
BURITI DE GOIAS,September de 2021,0.0
BURITI DE GOIAS,October de 2021,0.0
BURITI DE GOIAS,November de 2021,0.0
BURITI DE GOIAS,December de 2021,0.0
BURITI DE GOIAS,January de 2022,0.0
BURITI DE GOIAS,February de 2022,0.0
BURITI DE GOIAS,March de 2022,0.0
BURITI DE GOIAS,April de 2022,0.0
BURITI DE GOIAS,May de 2022,0.0
BURITI DE GOIAS,June de 2022,0.0
BURITI DE GOIAS,July de 2022,0.0
BURITI DE GOIAS,August de 2022,0.0
BURITI DE GOIAS,September de 2022,0.0
BURITI DE GOIAS,October de 2022,0.0
BURITI DE GOIAS,November de 2022,0.0
BURITI DE GOIAS,December de 2022,0.0
BURITI DE GOIAS,January de 2023,0.0
BURITI DE GOIAS,February de 2023,0.0
BURITI DE GOIAS,March de 2023,0.0
BURITI DE GOIAS,April de 2023,0.0
BURITI DE GOIAS,May de 2023,0.0
BURITI DE GOIAS,June de 2023,0.0
BURITI DE GOIAS,July de 2023,0.0
BURITI DE GOIAS,August de 2023,0.0
BURITI DE GOIAS,September de 2023,0.0
BURITI DE GOIAS,October de 2023,0.0
BURITI DE GOIAS,November de 2023,0.0
BURITI DE GOIAS,December de 2023,0.0
BURITI DE GOIAS,January de 2024,0.0
BURITI DE GOIAS,February de 2024,0.0
BURITI DE GOIAS,March de 2024,0.0
BURITI DE GOIAS,April de 2024,0.0
BURITI DE GOIAS,May de 2024,0.0
BURITI DE GOIAS,June de 2024,0.0
BURITI DE GOIAS,July de 2024,0.0
BURITI DE GOIAS,August de 2024,0.0
BURITINOPOLIS,January de 2021,0.0
BURITINOPOLIS,February de 2021,0.0
BURITINOPOLIS,March de 2021,0.0
BURITINOPOLIS,April de 2021,0.0
BURITINOPOLIS,May de 2021,0.0
BURITINOPOLIS,June de 2021,0.0
BURITINOPOLIS,July de 2021,0.0
BURITINOPOLIS,August de 2021,0.0
BURITINOPOLIS,September de 2021,0.0
BURITINOPOLIS,October de 2021,0.0
BURITINOPOLIS,November de 2021,0.0
BURITINOPOLIS,December de 2021,0.0
BURITINOPOLIS,January de 2022,0.0
BURITINOPOLIS,February de 2022,0.0
BURITINOPOLIS,March de 2022,0.0
BURITINOPOLIS,April de 2022,0.0
BURITINOPOLIS,May de 2022,0.0
BURITINOPOLIS,June de 2022,0.0
BURITINOPOLIS,July de 2022,0.0
BURITINOPOLIS,August de 2022,0.0
BURITINOPOLIS,September de 2022,0.0
BURITINOPOLIS,October de 2022,0.0
BURITINOPOLIS,November de 2022,0.0
BURITINOPOLIS,December de 2022,0.0
BURITINOPOLIS,January de 2023,0.0
BURITINOPOLIS,February de 2023,0.0
BURITINOPOLIS,March de 2023,0.0
BURITINOPOLIS,April de 2023,0.0
BURITINOPOLIS,May de 2023,0.0
BURITINOPOLIS,June de 2023,0.0
BURITINOPOLIS,July de 2023,0.0
BURITINOPOLIS,August de 2023,0.0
BURITINOPOLIS,September de 2023,0.0
BURITINOPOLIS,October de 2023,0.0
BURITINOPOLIS,November de 2023,0.0
BURITINOPOLIS,December de 2023,0.0
BURITINOPOLIS,January de 2024,0.0
BURITINOPOLIS,February de 2024,0.0
BURITINOPOLIS,March de 2024,0.0
BURITINOPOLIS,April de 2024,0.0
BURITINOPOLIS,May de 2024,0.0
BURITINOPOLIS,June de 2024,0.0
BURITINOPOLIS,July de 2024,0.0
BURITINOPOLIS,August de 2024,0.0
CABECEIRAS,January de 2021,0.0
CABECEIRAS,February de 2021,0.0
CABECEIRAS,March de 2021,0.0
CABECEIRAS,April de 2021,0.0
CABECEIRAS,May de 2021,0.0
CABECEIRAS,June de 2021,0.0
CABECEIRAS,July de 2021,0.0
CABECEIRAS,August de 2021,0.0
CABECEIRAS,September de 2021,1.0
CABECEIRAS,October de 2021,0.0
CABECEIRAS,November de 2021,0.0
CABECEIRAS,December de 2021,0.0
CABECEIRAS,January de 2022,0.0
CABECEIRAS,February de 2022,0.0
CABECEIRAS,March de 2022,0.0
CABECEIRAS,April de 2022,0.0
CABECEIRAS,May de 2022,0.0
CABECEIRAS,June de 2022,0.0
CABECEIRAS,July de 2022,0.0
CABECEIRAS,August de 2022,0.0
CABECEIRAS,September de 2022,0.0
CABECEIRAS,October de 2022,0.0
CABECEIRAS,November de 2022,0.0
CABECEIRAS,December de 2022,0.0
CABECEIRAS,January de 2023,0.0
CABECEIRAS,February de 2023,0.0
CABECEIRAS,March de 2023,0.0
CABECEIRAS,April de 2023,0.0
CABECEIRAS,May de 2023,0.0
CABECEIRAS,June de 2023,0.0
CABECEIRAS,July de 2023,0.0
CABECEIRAS,August de 2023,0.0
CABECEIRAS,September de 2023,0.0
CABECEIRAS,October de 2023,0.0
CABECEIRAS,November de 2023,0.0
CABECEIRAS,December de 2023,0.0
CABECEIRAS,January de 2024,0.0
CABECEIRAS,February de 2024,0.0
CABECEIRAS,March de 2024,0.0
CABECEIRAS,April de 2024,0.0
CABECEIRAS,May de 2024,0.0
CABECEIRAS,June de 2024,0.0
CABECEIRAS,July de 2024,0.0
CABECEIRAS,August de 2024,0.0
CACHOEIRA ALTA,January de 2021,0.0
CACHOEIRA ALTA,February de 2021,0.0
CACHOEIRA ALTA,March de 2021,0.0
CACHOEIRA ALTA,April de 2021,0.0
CACHOEIRA ALTA,May de 2021,0.0
CACHOEIRA ALTA,June de 2021,0.0
CACHOEIRA ALTA,July de 2021,0.0
CACHOEIRA ALTA,August de 2021,0.0
CACHOEIRA ALTA,September de 2021,0.0
CACHOEIRA ALTA,October de 2021,0.0
CACHOEIRA ALTA,November de 2021,0.0
CACHOEIRA ALTA,December de 2021,0.0
CACHOEIRA ALTA,January de 2022,0.0
CACHOEIRA ALTA,February de 2022,0.0
CACHOEIRA ALTA,March de 2022,0.0
CACHOEIRA ALTA,April de 2022,0.0
CACHOEIRA ALTA,May de 2022,0.0
CACHOEIRA ALTA,June de 2022,0.0
CACHOEIRA ALTA,July de 2022,0.0
CACHOEIRA ALTA,August de 2022,0.0
CACHOEIRA ALTA,September de 2022,0.0
CACHOEIRA ALTA,October de 2022,1.0
CACHOEIRA ALTA,November de 2022,0.0
CACHOEIRA ALTA,December de 2022,0.0
CACHOEIRA ALTA,January de 2023,0.0
CACHOEIRA ALTA,February de 2023,0.0
CACHOEIRA ALTA,March de 2023,0.0
CACHOEIRA ALTA,April de 2023,0.0
CACHOEIRA ALTA,May de 2023,0.0
CACHOEIRA ALTA,June de 2023,0.0
CACHOEIRA ALTA,July de 2023,0.0
CACHOEIRA ALTA,August de 2023,0.0
CACHOEIRA ALTA,September de 2023,0.0
CACHOEIRA ALTA,October de 2023,0.0
CACHOEIRA ALTA,November de 2023,0.0
CACHOEIRA ALTA,December de 2023,0.0
CACHOEIRA ALTA,January de 2024,1.0
CACHOEIRA ALTA,February de 2024,0.0
CACHOEIRA ALTA,March de 2024,0.0
CACHOEIRA ALTA,April de 2024,0.0
CACHOEIRA ALTA,May de 2024,0.0
CACHOEIRA ALTA,June de 2024,1.0
CACHOEIRA ALTA,July de 2024,0.0
CACHOEIRA ALTA,August de 2024,0.0
CACHOEIRA DE GOIAS,January de 2021,0.0
CACHOEIRA DE GOIAS,February de 2021,0.0
CACHOEIRA DE GOIAS,March de 2021,0.0
CACHOEIRA DE GOIAS,April de 2021,1.0
CACHOEIRA DE GOIAS,May de 2021,0.0
CACHOEIRA DE GOIAS,June de 2021,0.0
CACHOEIRA DE GOIAS,July de 2021,0.0
CACHOEIRA DE GOIAS,August de 2021,0.0
CACHOEIRA DE GOIAS,September de 2021,0.0
CACHOEIRA DE GOIAS,October de 2021,0.0
CACHOEIRA DE GOIAS,November de 2021,0.0
CACHOEIRA DE GOIAS,December de 2021,0.0
CACHOEIRA DE GOIAS,January de 2022,0.0
CACHOEIRA DE GOIAS,February de 2022,0.0
CACHOEIRA DE GOIAS,March de 2022,0.0
CACHOEIRA DE GOIAS,April de 2022,0.0
CACHOEIRA DE GOIAS,May de 2022,0.0
CACHOEIRA DE GOIAS,June de 2022,0.0
CACHOEIRA DE GOIAS,July de 2022,0.0
CACHOEIRA DE GOIAS,August de 2022,0.0
CACHOEIRA DE GOIAS,September de 2022,0.0
CACHOEIRA DE GOIAS,October de 2022,0.0
CACHOEIRA DE GOIAS,November de 2022,0.0
CACHOEIRA DE GOIAS,December de 2022,0.0
CACHOEIRA DE GOIAS,January de 2023,0.0
CACHOEIRA DE GOIAS,February de 2023,0.0
CACHOEIRA DE GOIAS,March de 2023,0.0
CACHOEIRA DE GOIAS,April de 2023,0.0
CACHOEIRA DE GOIAS,May de 2023,0.0
CACHOEIRA DE GOIAS,June de 2023,0.0
CACHOEIRA DE GOIAS,July de 2023,0.0
CACHOEIRA DE GOIAS,August de 2023,0.0
CACHOEIRA DE GOIAS,September de 2023,0.0
CACHOEIRA DE GOIAS,October de 2023,0.0
CACHOEIRA DE GOIAS,November de 2023,0.0
CACHOEIRA DE GOIAS,December de 2023,1.0
CACHOEIRA DE GOIAS,January de 2024,0.0
CACHOEIRA DE GOIAS,February de 2024,0.0
CACHOEIRA DE GOIAS,March de 2024,0.0
CACHOEIRA DE GOIAS,April de 2024,1.0
CACHOEIRA DE GOIAS,May de 2024,0.0
CACHOEIRA DE GOIAS,June de 2024,0.0
CACHOEIRA DE GOIAS,July de 2024,0.0
CACHOEIRA DE GOIAS,August de 2024,0.0
CACHOEIRA DOURADA,January de 2021,0.0
CACHOEIRA DOURADA,February de 2021,0.0
CACHOEIRA DOURADA,March de 2021,0.0
CACHOEIRA DOURADA,April de 2021,0.0
CACHOEIRA DOURADA,May de 2021,0.0
CACHOEIRA DOURADA,June de 2021,0.0
CACHOEIRA DOURADA,July de 2021,0.0
CACHOEIRA DOURADA,August de 2021,0.0
CACHOEIRA DOURADA,September de 2021,0.0
CACHOEIRA DOURADA,October de 2021,0.0
CACHOEIRA DOURADA,November de 2021,0.0
CACHOEIRA DOURADA,December de 2021,0.0
CACHOEIRA DOURADA,January de 2022,0.0
CACHOEIRA DOURADA,February de 2022,0.0
CACHOEIRA DOURADA,March de 2022,0.0
CACHOEIRA DOURADA,April de 2022,0.0
CACHOEIRA DOURADA,May de 2022,0.0
CACHOEIRA DOURADA,June de 2022,0.0
CACHOEIRA DOURADA,July de 2022,0.0
CACHOEIRA DOURADA,August de 2022,0.0
CACHOEIRA DOURADA,September de 2022,0.0
CACHOEIRA DOURADA,October de 2022,0.0
CACHOEIRA DOURADA,November de 2022,0.0
CACHOEIRA DOURADA,December de 2022,1.0
CACHOEIRA DOURADA,January de 2023,0.0
CACHOEIRA DOURADA,February de 2023,0.0
CACHOEIRA DOURADA,March de 2023,0.0
CACHOEIRA DOURADA,April de 2023,0.0
CACHOEIRA DOURADA,May de 2023,1.0
CACHOEIRA DOURADA,June de 2023,0.0
CACHOEIRA DOURADA,July de 2023,0.0
CACHOEIRA DOURADA,August de 2023,0.0
CACHOEIRA DOURADA,September de 2023,0.0
CACHOEIRA DOURADA,October de 2023,1.0
CACHOEIRA DOURADA,November de 2023,0.0
CACHOEIRA DOURADA,December de 2023,0.0
CACHOEIRA DOURADA,January de 2024,0.0
CACHOEIRA DOURADA,February de 2024,0.0
CACHOEIRA DOURADA,March de 2024,0.0
CACHOEIRA DOURADA,April de 2024,0.0
CACHOEIRA DOURADA,May de 2024,0.0
CACHOEIRA DOURADA,June de 2024,1.0
CACHOEIRA DOURADA,July de 2024,0.0
CACHOEIRA DOURADA,August de 2024,0.0
CACU,January de 2021,0.0
CACU,February de 2021,0.0
CACU,March de 2021,0.0
CACU,April de 2021,0.0
CACU,May de 2021,0.0
CACU,June de 2021,0.0
CACU,July de 2021,0.0
CACU,August de 2021,0.0
CACU,September de 2021,0.0
CACU,October de 2021,0.0
CACU,November de 2021,0.0
CACU,December de 2021,0.0
CACU,January de 2022,0.0
CACU,February de 2022,0.0
CACU,March de 2022,0.0
CACU,April de 2022,0.0
CACU,May de 2022,0.0
CACU,June de 2022,0.0
CACU,July de 2022,0.0
CACU,August de 2022,0.0
CACU,September de 2022,0.0
CACU,October de 2022,0.0
CACU,November de 2022,0.0
CACU,December de 2022,0.0
CACU,January de 2023,0.0
CACU,February de 2023,0.0
CACU,March de 2023,0.0
CACU,April de 2023,0.0
CACU,May de 2023,0.0
CACU,June de 2023,0.0
CACU,July de 2023,0.0
CACU,August de 2023,0.0
CACU,September de 2023,0.0
CACU,October de 2023,0.0
CACU,November de 2023,0.0
CACU,December de 2023,0.0
CACU,January de 2024,0.0
CACU,February de 2024,0.0
CACU,March de 2024,0.0
CACU,April de 2024,0.0
CACU,May de 2024,0.0
CACU,June de 2024,0.0
CACU,July de 2024,0.0
CACU,August de 2024,0.0
CAIAPONIA,January de 2021,0.0
CAIAPONIA,February de 2021,0.0
CAIAPONIA,March de 2021,0.0
CAIAPONIA,April de 2021,1.0
CAIAPONIA,May de 2021,0.0
CAIAPONIA,June de 2021,0.0
CAIAPONIA,July de 2021,0.0
CAIAPONIA,August de 2021,1.0
CAIAPONIA,September de 2021,0.0
CAIAPONIA,October de 2021,0.0
CAIAPONIA,November de 2021,0.0
CAIAPONIA,December de 2021,1.0
CAIAPONIA,January de 2022,0.0
CAIAPONIA,February de 2022,0.0
CAIAPONIA,March de 2022,0.0
CAIAPONIA,April de 2022,0.0
CAIAPONIA,May de 2022,0.0
CAIAPONIA,June de 2022,1.0
CAIAPONIA,July de 2022,0.0
CAIAPONIA,August de 2022,0.0
CAIAPONIA,September de 2022,0.0
CAIAPONIA,October de 2022,1.0
CAIAPONIA,November de 2022,1.0
CAIAPONIA,December de 2022,0.0
CAIAPONIA,January de 2023,0.0
CAIAPONIA,February de 2023,0.0
CAIAPONIA,March de 2023,0.0
CAIAPONIA,April de 2023,0.0
CAIAPONIA,May de 2023,0.0
CAIAPONIA,June de 2023,0.0
CAIAPONIA,July de 2023,0.0
CAIAPONIA,August de 2023,0.0
CAIAPONIA,September de 2023,0.0
CAIAPONIA,October de 2023,1.0
CAIAPONIA,November de 2023,0.0
CAIAPONIA,December de 2023,0.0
CAIAPONIA,January de 2024,0.0
CAIAPONIA,February de 2024,0.0
CAIAPONIA,March de 2024,0.0
CAIAPONIA,April de 2024,1.0
CAIAPONIA,May de 2024,0.0
CAIAPONIA,June de 2024,0.0
CAIAPONIA,July de 2024,0.0
CAIAPONIA,August de 2024,0.0
CALDAS NOVAS,January de 2021,1.0
CALDAS NOVAS,February de 2021,1.0
CALDAS NOVAS,March de 2021,0.0
CALDAS NOVAS,April de 2021,1.0
CALDAS NOVAS,May de 2021,0.0
CALDAS NOVAS,June de 2021,0.0
CALDAS NOVAS,July de 2021,2.0
CALDAS NOVAS,August de 2021,6.0
CALDAS NOVAS,September de 2021,0.0
CALDAS NOVAS,October de 2021,2.0
CALDAS NOVAS,November de 2021,0.0
CALDAS NOVAS,December de 2021,0.0
CALDAS NOVAS,January de 2022,0.0
CALDAS NOVAS,February de 2022,1.0
CALDAS NOVAS,March de 2022,0.0
CALDAS NOVAS,April de 2022,0.0
CALDAS NOVAS,May de 2022,0.0
CALDAS NOVAS,June de 2022,3.0
CALDAS NOVAS,July de 2022,1.0
CALDAS NOVAS,August de 2022,0.0
CALDAS NOVAS,September de 2022,1.0
CALDAS NOVAS,October de 2022,0.0
CALDAS NOVAS,November de 2022,2.0
CALDAS NOVAS,December de 2022,0.0
CALDAS NOVAS,January de 2023,0.0
CALDAS NOVAS,February de 2023,1.0
CALDAS NOVAS,March de 2023,4.0
CALDAS NOVAS,April de 2023,0.0
CALDAS NOVAS,May de 2023,0.0
CALDAS NOVAS,June de 2023,2.0
CALDAS NOVAS,July de 2023,1.0
CALDAS NOVAS,August de 2023,1.0
CALDAS NOVAS,September de 2023,0.0
CALDAS NOVAS,October de 2023,0.0
CALDAS NOVAS,November de 2023,0.0
CALDAS NOVAS,December de 2023,2.0
CALDAS NOVAS,January de 2024,1.0
CALDAS NOVAS,February de 2024,1.0
CALDAS NOVAS,March de 2024,3.0
CALDAS NOVAS,April de 2024,1.0
CALDAS NOVAS,May de 2024,1.0
CALDAS NOVAS,June de 2024,0.0
CALDAS NOVAS,July de 2024,1.0
CALDAS NOVAS,August de 2024,0.0
CALDAZINHA,January de 2021,0.0
CALDAZINHA,February de 2021,0.0
CALDAZINHA,March de 2021,1.0
CALDAZINHA,April de 2021,0.0
CALDAZINHA,May de 2021,0.0
CALDAZINHA,June de 2021,0.0
CALDAZINHA,July de 2021,0.0
CALDAZINHA,August de 2021,0.0
CALDAZINHA,September de 2021,0.0
CALDAZINHA,October de 2021,0.0
CALDAZINHA,November de 2021,0.0
CALDAZINHA,December de 2021,0.0
CALDAZINHA,January de 2022,0.0
CALDAZINHA,February de 2022,0.0
CALDAZINHA,March de 2022,0.0
CALDAZINHA,April de 2022,0.0
CALDAZINHA,May de 2022,0.0
CALDAZINHA,June de 2022,0.0
CALDAZINHA,July de 2022,0.0
CALDAZINHA,August de 2022,0.0
CALDAZINHA,September de 2022,0.0
CALDAZINHA,October de 2022,0.0
CALDAZINHA,November de 2022,0.0
CALDAZINHA,December de 2022,0.0
CALDAZINHA,January de 2023,0.0
CALDAZINHA,February de 2023,0.0
CALDAZINHA,March de 2023,0.0
CALDAZINHA,April de 2023,0.0
CALDAZINHA,May de 2023,0.0
CALDAZINHA,June de 2023,0.0
CALDAZINHA,July de 2023,0.0
CALDAZINHA,August de 2023,0.0
CALDAZINHA,September de 2023,0.0
CALDAZINHA,October de 2023,0.0
CALDAZINHA,November de 2023,0.0
CALDAZINHA,December de 2023,0.0
CALDAZINHA,January de 2024,0.0
CALDAZINHA,February de 2024,0.0
CALDAZINHA,March de 2024,1.0
CALDAZINHA,April de 2024,0.0
CALDAZINHA,May de 2024,0.0
CALDAZINHA,June de 2024,0.0
CALDAZINHA,July de 2024,0.0
CALDAZINHA,August de 2024,0.0
CAMPESTRE DE GOIAS,January de 2021,0.0
CAMPESTRE DE GOIAS,February de 2021,0.0
CAMPESTRE DE GOIAS,March de 2021,0.0
CAMPESTRE DE GOIAS,April de 2021,0.0
CAMPESTRE DE GOIAS,May de 2021,0.0
CAMPESTRE DE GOIAS,June de 2021,0.0
CAMPESTRE DE GOIAS,July de 2021,0.0
CAMPESTRE DE GOIAS,August de 2021,0.0
CAMPESTRE DE GOIAS,September de 2021,0.0
CAMPESTRE DE GOIAS,October de 2021,1.0
CAMPESTRE DE GOIAS,November de 2021,0.0
CAMPESTRE DE GOIAS,December de 2021,0.0
CAMPESTRE DE GOIAS,January de 2022,0.0
CAMPESTRE DE GOIAS,February de 2022,0.0
CAMPESTRE DE GOIAS,March de 2022,0.0
CAMPESTRE DE GOIAS,April de 2022,0.0
CAMPESTRE DE GOIAS,May de 2022,0.0
CAMPESTRE DE GOIAS,June de 2022,0.0
CAMPESTRE DE GOIAS,July de 2022,0.0
CAMPESTRE DE GOIAS,August de 2022,1.0
CAMPESTRE DE GOIAS,September de 2022,0.0
CAMPESTRE DE GOIAS,October de 2022,0.0
CAMPESTRE DE GOIAS,November de 2022,0.0
CAMPESTRE DE GOIAS,December de 2022,0.0
CAMPESTRE DE GOIAS,January de 2023,0.0
CAMPESTRE DE GOIAS,February de 2023,0.0
CAMPESTRE DE GOIAS,March de 2023,1.0
CAMPESTRE DE GOIAS,April de 2023,0.0
CAMPESTRE DE GOIAS,May de 2023,0.0
CAMPESTRE DE GOIAS,June de 2023,0.0
CAMPESTRE DE GOIAS,July de 2023,0.0
CAMPESTRE DE GOIAS,August de 2023,0.0
CAMPESTRE DE GOIAS,September de 2023,0.0
CAMPESTRE DE GOIAS,October de 2023,0.0
CAMPESTRE DE GOIAS,November de 2023,0.0
CAMPESTRE DE GOIAS,December de 2023,0.0
CAMPESTRE DE GOIAS,January de 2024,0.0
CAMPESTRE DE GOIAS,February de 2024,0.0
CAMPESTRE DE GOIAS,March de 2024,0.0
CAMPESTRE DE GOIAS,April de 2024,0.0
CAMPESTRE DE GOIAS,May de 2024,0.0
CAMPESTRE DE GOIAS,June de 2024,0.0
CAMPESTRE DE GOIAS,July de 2024,0.0
CAMPESTRE DE GOIAS,August de 2024,0.0
CAMPINACU,January de 2021,0.0
CAMPINACU,February de 2021,0.0
CAMPINACU,March de 2021,0.0
CAMPINACU,April de 2021,0.0
CAMPINACU,May de 2021,0.0
CAMPINACU,June de 2021,0.0
CAMPINACU,July de 2021,0.0
CAMPINACU,August de 2021,0.0
CAMPINACU,September de 2021,0.0
CAMPINACU,October de 2021,0.0
CAMPINACU,November de 2021,0.0
CAMPINACU,December de 2021,0.0
CAMPINACU,January de 2022,0.0
CAMPINACU,February de 2022,0.0
CAMPINACU,March de 2022,0.0
CAMPINACU,April de 2022,0.0
CAMPINACU,May de 2022,0.0
CAMPINACU,June de 2022,0.0
CAMPINACU,July de 2022,0.0
CAMPINACU,August de 2022,0.0
CAMPINACU,September de 2022,0.0
CAMPINACU,October de 2022,0.0
CAMPINACU,November de 2022,0.0
CAMPINACU,December de 2022,0.0
CAMPINACU,January de 2023,0.0
CAMPINACU,February de 2023,0.0
CAMPINACU,March de 2023,0.0
CAMPINACU,April de 2023,0.0
CAMPINACU,May de 2023,1.0
CAMPINACU,June de 2023,1.0
CAMPINACU,July de 2023,1.0
CAMPINACU,August de 2023,0.0
CAMPINACU,September de 2023,0.0
CAMPINACU,October de 2023,0.0
CAMPINACU,November de 2023,0.0
CAMPINACU,December de 2023,0.0
CAMPINACU,January de 2024,0.0
CAMPINACU,February de 2024,0.0
CAMPINACU,March de 2024,0.0
CAMPINACU,April de 2024,0.0
CAMPINACU,May de 2024,0.0
CAMPINACU,June de 2024,0.0
CAMPINACU,July de 2024,0.0
CAMPINACU,August de 2024,0.0
CAMPINORTE,January de 2021,0.0
CAMPINORTE,February de 2021,0.0
CAMPINORTE,March de 2021,0.0
CAMPINORTE,April de 2021,1.0
CAMPINORTE,May de 2021,0.0
CAMPINORTE,June de 2021,0.0
CAMPINORTE,July de 2021,0.0
CAMPINORTE,August de 2021,0.0
CAMPINORTE,September de 2021,0.0
CAMPINORTE,October de 2021,0.0
CAMPINORTE,November de 2021,0.0
CAMPINORTE,December de 2021,0.0
CAMPINORTE,January de 2022,0.0
CAMPINORTE,February de 2022,0.0
CAMPINORTE,March de 2022,0.0
CAMPINORTE,April de 2022,0.0
CAMPINORTE,May de 2022,0.0
CAMPINORTE,June de 2022,0.0
CAMPINORTE,July de 2022,0.0
CAMPINORTE,August de 2022,0.0
CAMPINORTE,September de 2022,0.0
CAMPINORTE,October de 2022,0.0
CAMPINORTE,November de 2022,0.0
CAMPINORTE,December de 2022,0.0
CAMPINORTE,January de 2023,0.0
CAMPINORTE,February de 2023,1.0
CAMPINORTE,March de 2023,0.0
CAMPINORTE,April de 2023,1.0
CAMPINORTE,May de 2023,0.0
CAMPINORTE,June de 2023,0.0
CAMPINORTE,July de 2023,0.0
CAMPINORTE,August de 2023,0.0
CAMPINORTE,September de 2023,0.0
CAMPINORTE,October de 2023,0.0
CAMPINORTE,November de 2023,0.0
CAMPINORTE,December de 2023,1.0
CAMPINORTE,January de 2024,0.0
CAMPINORTE,February de 2024,0.0
CAMPINORTE,March de 2024,1.0
CAMPINORTE,April de 2024,0.0
CAMPINORTE,May de 2024,0.0
CAMPINORTE,June de 2024,0.0
CAMPINORTE,July de 2024,0.0
CAMPINORTE,August de 2024,0.0
CAMPO ALEGRE DE GOIAS,January de 2021,0.0
CAMPO ALEGRE DE GOIAS,February de 2021,0.0
CAMPO ALEGRE DE GOIAS,March de 2021,0.0
CAMPO ALEGRE DE GOIAS,April de 2021,0.0
CAMPO ALEGRE DE GOIAS,May de 2021,0.0
CAMPO ALEGRE DE GOIAS,June de 2021,0.0
CAMPO ALEGRE DE GOIAS,July de 2021,0.0
CAMPO ALEGRE DE GOIAS,August de 2021,0.0
CAMPO ALEGRE DE GOIAS,September de 2021,0.0
CAMPO ALEGRE DE GOIAS,October de 2021,0.0
CAMPO ALEGRE DE GOIAS,November de 2021,0.0
CAMPO ALEGRE DE GOIAS,December de 2021,0.0
CAMPO ALEGRE DE GOIAS,January de 2022,0.0
CAMPO ALEGRE DE GOIAS,February de 2022,0.0
CAMPO ALEGRE DE GOIAS,March de 2022,0.0
CAMPO ALEGRE DE GOIAS,April de 2022,0.0
CAMPO ALEGRE DE GOIAS,May de 2022,0.0
CAMPO ALEGRE DE GOIAS,June de 2022,0.0
CAMPO ALEGRE DE GOIAS,July de 2022,0.0
CAMPO ALEGRE DE GOIAS,August de 2022,0.0
CAMPO ALEGRE DE GOIAS,September de 2022,0.0
CAMPO ALEGRE DE GOIAS,October de 2022,0.0
CAMPO ALEGRE DE GOIAS,November de 2022,0.0
CAMPO ALEGRE DE GOIAS,December de 2022,0.0
CAMPO ALEGRE DE GOIAS,January de 2023,0.0
CAMPO ALEGRE DE GOIAS,February de 2023,0.0
CAMPO ALEGRE DE GOIAS,March de 2023,0.0
CAMPO ALEGRE DE GOIAS,April de 2023,0.0
CAMPO ALEGRE DE GOIAS,May de 2023,0.0
CAMPO ALEGRE DE GOIAS,June de 2023,0.0
CAMPO ALEGRE DE GOIAS,July de 2023,0.0
CAMPO ALEGRE DE GOIAS,August de 2023,0.0
CAMPO ALEGRE DE GOIAS,September de 2023,0.0
