Município,Mês,Quantidade
JOVIANIA,June de 2021,0.0
JOVIANIA,July de 2021,0.0
JOVIANIA,August de 2021,0.0
JOVIANIA,September de 2021,0.0
JOVIANIA,October de 2021,0.0
JOVIANIA,November de 2021,0.0
JOVIANIA,December de 2021,0.0
JOVIANIA,January de 2022,0.0
JOVIANIA,February de 2022,1.0
JOVIANIA,March de 2022,0.0
JOVIANIA,April de 2022,0.0
JOVIANIA,May de 2022,0.0
JOVIANIA,June de 2022,0.0
JOVIANIA,July de 2022,0.0
JOVIANIA,August de 2022,0.0
JOVIANIA,September de 2022,0.0
JOVIANIA,October de 2022,0.0
JOVIANIA,November de 2022,0.0
JOVIANIA,December de 2022,0.0
JOVIANIA,January de 2023,0.0
JOVIANIA,February de 2023,0.0
JOVIANIA,March de 2023,0.0
JOVIANIA,April de 2023,0.0
JOVIANIA,May de 2023,0.0
JOVIANIA,June de 2023,0.0
JOVIANIA,July de 2023,0.0
JOVIANIA,August de 2023,0.0
JOVIANIA,September de 2023,0.0
JOVIANIA,October de 2023,1.0
JOVIANIA,November de 2023,0.0
JOVIANIA,December de 2023,0.0
JOVIANIA,January de 2024,0.0
JOVIANIA,February de 2024,0.0
JOVIANIA,March de 2024,0.0
JOVIANIA,April de 2024,0.0
JOVIANIA,May de 2024,0.0
JOVIANIA,June de 2024,0.0
JOVIANIA,July de 2024,0.0
JOVIANIA,August de 2024,0.0
JUSSARA,January de 2021,0.0
JUSSARA,February de 2021,0.0
JUSSARA,March de 2021,0.0
JUSSARA,April de 2021,0.0
JUSSARA,May de 2021,0.0
JUSSARA,June de 2021,0.0
JUSSARA,July de 2021,0.0
JUSSARA,August de 2021,0.0
JUSSARA,September de 2021,0.0
JUSSARA,October de 2021,1.0
JUSSARA,November de 2021,0.0
JUSSARA,December de 2021,1.0
JUSSARA,January de 2022,0.0
JUSSARA,February de 2022,0.0
JUSSARA,March de 2022,0.0
JUSSARA,April de 2022,1.0
JUSSARA,May de 2022,0.0
JUSSARA,June de 2022,0.0
JUSSARA,July de 2022,0.0
JUSSARA,August de 2022,2.0
JUSSARA,September de 2022,0.0
JUSSARA,October de 2022,0.0
JUSSARA,November de 2022,0.0
JUSSARA,December de 2022,0.0
JUSSARA,January de 2023,0.0
JUSSARA,February de 2023,0.0
JUSSARA,March de 2023,1.0
JUSSARA,April de 2023,0.0
JUSSARA,May de 2023,1.0
JUSSARA,June de 2023,0.0
JUSSARA,July de 2023,1.0
JUSSARA,August de 2023,0.0
JUSSARA,September de 2023,0.0
JUSSARA,October de 2023,0.0
JUSSARA,November de 2023,0.0
JUSSARA,December de 2023,1.0
JUSSARA,January de 2024,1.0
JUSSARA,February de 2024,0.0
JUSSARA,March de 2024,0.0
JUSSARA,April de 2024,0.0
JUSSARA,May de 2024,0.0
JUSSARA,June de 2024,0.0
JUSSARA,July de 2024,0.0
JUSSARA,August de 2024,0.0
LAGOA SANTA,January de 2021,0.0
LAGOA SANTA,February de 2021,0.0
LAGOA SANTA,March de 2021,0.0
LAGOA SANTA,April de 2021,0.0
LAGOA SANTA,May de 2021,0.0
LAGOA SANTA,June de 2021,0.0
LAGOA SANTA,July de 2021,0.0
LAGOA SANTA,August de 2021,0.0
LAGOA SANTA,September de 2021,0.0
LAGOA SANTA,October de 2021,0.0
LAGOA SANTA,November de 2021,0.0
LAGOA SANTA,December de 2021,0.0
LAGOA SANTA,January de 2022,0.0
LAGOA SANTA,February de 2022,0.0
LAGOA SANTA,March de 2022,0.0
LAGOA SANTA,April de 2022,0.0
LAGOA SANTA,May de 2022,0.0
LAGOA SANTA,June de 2022,0.0
LAGOA SANTA,July de 2022,0.0
LAGOA SANTA,August de 2022,0.0
LAGOA SANTA,September de 2022,0.0
LAGOA SANTA,October de 2022,0.0
LAGOA SANTA,November de 2022,0.0
LAGOA SANTA,December de 2022,0.0
LAGOA SANTA,January de 2023,0.0
LAGOA SANTA,February de 2023,0.0
LAGOA SANTA,March de 2023,0.0
LAGOA SANTA,April de 2023,0.0
LAGOA SANTA,May de 2023,0.0
LAGOA SANTA,June de 2023,0.0
LAGOA SANTA,July de 2023,0.0
LAGOA SANTA,August de 2023,0.0
LAGOA SANTA,September de 2023,0.0
LAGOA SANTA,October de 2023,0.0
LAGOA SANTA,November de 2023,0.0
LAGOA SANTA,December de 2023,0.0
LAGOA SANTA,January de 2024,0.0
LAGOA SANTA,February de 2024,0.0
LAGOA SANTA,March de 2024,0.0
LAGOA SANTA,April de 2024,0.0
LAGOA SANTA,May de 2024,0.0
LAGOA SANTA,June de 2024,0.0
LAGOA SANTA,July de 2024,0.0
LAGOA SANTA,August de 2024,0.0
LEOPOLDO DE BULHOES,January de 2021,0.0
LEOPOLDO DE BULHOES,February de 2021,0.0
LEOPOLDO DE BULHOES,March de 2021,0.0
LEOPOLDO DE BULHOES,April de 2021,0.0
LEOPOLDO DE BULHOES,May de 2021,0.0
LEOPOLDO DE BULHOES,June de 2021,0.0
LEOPOLDO DE BULHOES,July de 2021,0.0
LEOPOLDO DE BULHOES,August de 2021,0.0
LEOPOLDO DE BULHOES,September de 2021,0.0
LEOPOLDO DE BULHOES,October de 2021,0.0
LEOPOLDO DE BULHOES,November de 2021,0.0
LEOPOLDO DE BULHOES,December de 2021,0.0
LEOPOLDO DE BULHOES,January de 2022,0.0
LEOPOLDO DE BULHOES,February de 2022,0.0
LEOPOLDO DE BULHOES,March de 2022,0.0
LEOPOLDO DE BULHOES,April de 2022,0.0
LEOPOLDO DE BULHOES,May de 2022,1.0
LEOPOLDO DE BULHOES,June de 2022,1.0
LEOPOLDO DE BULHOES,July de 2022,0.0
LEOPOLDO DE BULHOES,August de 2022,0.0
LEOPOLDO DE BULHOES,September de 2022,0.0
LEOPOLDO DE BULHOES,October de 2022,0.0
LEOPOLDO DE BULHOES,November de 2022,0.0
LEOPOLDO DE BULHOES,December de 2022,0.0
LEOPOLDO DE BULHOES,January de 2023,0.0
LEOPOLDO DE BULHOES,February de 2023,0.0
LEOPOLDO DE BULHOES,March de 2023,0.0
LEOPOLDO DE BULHOES,April de 2023,0.0
LEOPOLDO DE BULHOES,May de 2023,0.0
LEOPOLDO DE BULHOES,June de 2023,0.0
LEOPOLDO DE BULHOES,July de 2023,0.0
LEOPOLDO DE BULHOES,August de 2023,0.0
LEOPOLDO DE BULHOES,September de 2023,0.0
LEOPOLDO DE BULHOES,October de 2023,0.0
LEOPOLDO DE BULHOES,November de 2023,0.0
LEOPOLDO DE BULHOES,December de 2023,0.0
LEOPOLDO DE BULHOES,January de 2024,0.0
LEOPOLDO DE BULHOES,February de 2024,0.0
LEOPOLDO DE BULHOES,March de 2024,0.0
LEOPOLDO DE BULHOES,April de 2024,0.0
LEOPOLDO DE BULHOES,May de 2024,0.0
LEOPOLDO DE BULHOES,June de 2024,0.0
LEOPOLDO DE BULHOES,July de 2024,0.0
LEOPOLDO DE BULHOES,August de 2024,0.0
LUZIANIA,January de 2021,0.0
LUZIANIA,February de 2021,0.0
LUZIANIA,March de 2021,1.0
LUZIANIA,April de 2021,2.0
LUZIANIA,May de 2021,0.0
LUZIANIA,June de 2021,1.0
LUZIANIA,July de 2021,1.0
LUZIANIA,August de 2021,5.0
LUZIANIA,September de 2021,1.0
LUZIANIA,October de 2021,3.0
LUZIANIA,November de 2021,1.0
LUZIANIA,December de 2021,3.0
LUZIANIA,January de 2022,1.0
LUZIANIA,February de 2022,0.0
LUZIANIA,March de 2022,3.0
LUZIANIA,April de 2022,1.0
LUZIANIA,May de 2022,2.0
LUZIANIA,June de 2022,4.0
LUZIANIA,July de 2022,2.0
LUZIANIA,August de 2022,3.0
LUZIANIA,September de 2022,4.0
LUZIANIA,October de 2022,4.0
LUZIANIA,November de 2022,4.0
LUZIANIA,December de 2022,1.0
LUZIANIA,January de 2023,2.0
LUZIANIA,February de 2023,4.0
LUZIANIA,March de 2023,3.0
LUZIANIA,April de 2023,1.0
LUZIANIA,May de 2023,3.0
LUZIANIA,June de 2023,3.0
LUZIANIA,July de 2023,2.0
LUZIANIA,August de 2023,1.0
LUZIANIA,September de 2023,5.0
LUZIANIA,October de 2023,1.0
LUZIANIA,November de 2023,2.0
LUZIANIA,December de 2023,0.0
LUZIANIA,January de 2024,3.0
LUZIANIA,February de 2024,3.0
LUZIANIA,March de 2024,3.0
LUZIANIA,April de 2024,1.0
LUZIANIA,May de 2024,3.0
LUZIANIA,June de 2024,2.0
LUZIANIA,July de 2024,0.0
LUZIANIA,August de 2024,0.0
MAIRIPOTABA,January de 2021,0.0
MAIRIPOTABA,February de 2021,0.0
MAIRIPOTABA,March de 2021,0.0
MAIRIPOTABA,April de 2021,0.0
MAIRIPOTABA,May de 2021,0.0
MAIRIPOTABA,June de 2021,0.0
MAIRIPOTABA,July de 2021,0.0
MAIRIPOTABA,August de 2021,0.0
MAIRIPOTABA,September de 2021,0.0
MAIRIPOTABA,October de 2021,0.0
MAIRIPOTABA,November de 2021,0.0
MAIRIPOTABA,December de 2021,0.0
MAIRIPOTABA,January de 2022,0.0
MAIRIPOTABA,February de 2022,0.0
MAIRIPOTABA,March de 2022,0.0
MAIRIPOTABA,April de 2022,0.0
MAIRIPOTABA,May de 2022,0.0
MAIRIPOTABA,June de 2022,0.0
MAIRIPOTABA,July de 2022,0.0
MAIRIPOTABA,August de 2022,0.0
MAIRIPOTABA,September de 2022,0.0
MAIRIPOTABA,October de 2022,0.0
MAIRIPOTABA,November de 2022,0.0
MAIRIPOTABA,December de 2022,0.0
MAIRIPOTABA,January de 2023,0.0
MAIRIPOTABA,February de 2023,0.0
MAIRIPOTABA,March de 2023,0.0
MAIRIPOTABA,April de 2023,0.0
MAIRIPOTABA,May de 2023,0.0
MAIRIPOTABA,June de 2023,0.0
MAIRIPOTABA,July de 2023,0.0
MAIRIPOTABA,August de 2023,0.0
MAIRIPOTABA,September de 2023,0.0
MAIRIPOTABA,October de 2023,0.0
MAIRIPOTABA,November de 2023,0.0
MAIRIPOTABA,December de 2023,0.0
MAIRIPOTABA,January de 2024,0.0
MAIRIPOTABA,February de 2024,0.0
MAIRIPOTABA,March de 2024,0.0
MAIRIPOTABA,April de 2024,0.0
MAIRIPOTABA,May de 2024,0.0
MAIRIPOTABA,June de 2024,0.0
MAIRIPOTABA,July de 2024,0.0
MAIRIPOTABA,August de 2024,0.0
MAMBAI,January de 2021,0.0
MAMBAI,February de 2021,0.0
MAMBAI,March de 2021,0.0
MAMBAI,April de 2021,0.0
MAMBAI,May de 2021,0.0
MAMBAI,June de 2021,0.0
MAMBAI,July de 2021,0.0
MAMBAI,August de 2021,0.0
MAMBAI,September de 2021,0.0
MAMBAI,October de 2021,0.0
MAMBAI,November de 2021,0.0
MAMBAI,December de 2021,0.0
MAMBAI,January de 2022,0.0
MAMBAI,February de 2022,0.0
MAMBAI,March de 2022,0.0
MAMBAI,April de 2022,0.0
MAMBAI,May de 2022,0.0
MAMBAI,June de 2022,0.0
MAMBAI,July de 2022,0.0
MAMBAI,August de 2022,0.0
MAMBAI,September de 2022,0.0
MAMBAI,October de 2022,0.0
MAMBAI,November de 2022,0.0
MAMBAI,December de 2022,0.0
MAMBAI,January de 2023,0.0
MAMBAI,February de 2023,0.0
MAMBAI,March de 2023,0.0
MAMBAI,April de 2023,0.0
MAMBAI,May de 2023,0.0
MAMBAI,June de 2023,0.0
MAMBAI,July de 2023,1.0
MAMBAI,August de 2023,0.0
MAMBAI,September de 2023,1.0
MAMBAI,October de 2023,0.0
MAMBAI,November de 2023,0.0
MAMBAI,December de 2023,0.0
MAMBAI,January de 2024,0.0
MAMBAI,February de 2024,0.0
MAMBAI,March de 2024,0.0
MAMBAI,April de 2024,0.0
MAMBAI,May de 2024,0.0
MAMBAI,June de 2024,0.0
MAMBAI,July de 2024,0.0
MAMBAI,August de 2024,0.0
MARA ROSA,January de 2021,0.0
MARA ROSA,February de 2021,0.0
MARA ROSA,March de 2021,0.0
MARA ROSA,April de 2021,0.0
MARA ROSA,May de 2021,0.0
MARA ROSA,June de 2021,0.0
MARA ROSA,July de 2021,0.0
MARA ROSA,August de 2021,0.0
MARA ROSA,September de 2021,0.0
MARA ROSA,October de 2021,0.0
MARA ROSA,November de 2021,0.0
MARA ROSA,December de 2021,1.0
MARA ROSA,January de 2022,0.0
MARA ROSA,February de 2022,0.0
MARA ROSA,March de 2022,0.0
MARA ROSA,April de 2022,0.0
MARA ROSA,May de 2022,0.0
MARA ROSA,June de 2022,0.0
MARA ROSA,July de 2022,0.0
MARA ROSA,August de 2022,0.0
MARA ROSA,September de 2022,0.0
MARA ROSA,October de 2022,0.0
MARA ROSA,November de 2022,0.0
MARA ROSA,December de 2022,0.0
MARA ROSA,January de 2023,0.0
MARA ROSA,February de 2023,0.0
MARA ROSA,March de 2023,0.0
MARA ROSA,April de 2023,0.0
MARA ROSA,May de 2023,0.0
MARA ROSA,June de 2023,0.0
MARA ROSA,July de 2023,0.0
MARA ROSA,August de 2023,0.0
MARA ROSA,September de 2023,0.0
MARA ROSA,October de 2023,0.0
MARA ROSA,November de 2023,2.0
MARA ROSA,December de 2023,1.0
MARA ROSA,January de 2024,0.0
MARA ROSA,February de 2024,0.0
MARA ROSA,March de 2024,0.0
MARA ROSA,April de 2024,1.0
MARA ROSA,May de 2024,2.0
MARA ROSA,June de 2024,0.0
MARA ROSA,July de 2024,0.0
MARA ROSA,August de 2024,0.0
MARZAGAO,January de 2021,0.0
MARZAGAO,February de 2021,0.0
MARZAGAO,March de 2021,0.0
MARZAGAO,April de 2021,0.0
MARZAGAO,May de 2021,0.0
MARZAGAO,June de 2021,0.0
MARZAGAO,July de 2021,0.0
MARZAGAO,August de 2021,0.0
MARZAGAO,September de 2021,0.0
MARZAGAO,October de 2021,0.0
MARZAGAO,November de 2021,0.0
MARZAGAO,December de 2021,0.0
MARZAGAO,January de 2022,0.0
MARZAGAO,February de 2022,0.0
MARZAGAO,March de 2022,0.0
MARZAGAO,April de 2022,0.0
MARZAGAO,May de 2022,0.0
MARZAGAO,June de 2022,0.0
MARZAGAO,July de 2022,0.0
MARZAGAO,August de 2022,0.0
MARZAGAO,September de 2022,0.0
MARZAGAO,October de 2022,0.0
MARZAGAO,November de 2022,0.0
MARZAGAO,December de 2022,0.0
MARZAGAO,January de 2023,0.0
MARZAGAO,February de 2023,0.0
MARZAGAO,March de 2023,0.0
MARZAGAO,April de 2023,0.0
MARZAGAO,May de 2023,0.0
MARZAGAO,June de 2023,0.0
MARZAGAO,July de 2023,0.0
MARZAGAO,August de 2023,0.0
MARZAGAO,September de 2023,0.0
MARZAGAO,October de 2023,0.0
MARZAGAO,November de 2023,0.0
MARZAGAO,December de 2023,0.0
MARZAGAO,January de 2024,0.0
MARZAGAO,February de 2024,0.0
MARZAGAO,March de 2024,0.0
MARZAGAO,April de 2024,0.0
MARZAGAO,May de 2024,0.0
MARZAGAO,June de 2024,0.0
MARZAGAO,July de 2024,0.0
MARZAGAO,August de 2024,0.0
MATRINCHA,January de 2021,0.0
MATRINCHA,February de 2021,0.0
MATRINCHA,March de 2021,0.0
MATRINCHA,April de 2021,0.0
MATRINCHA,May de 2021,0.0
MATRINCHA,June de 2021,0.0
MATRINCHA,July de 2021,0.0
MATRINCHA,August de 2021,0.0
MATRINCHA,September de 2021,0.0
MATRINCHA,October de 2021,0.0
MATRINCHA,November de 2021,0.0
MATRINCHA,December de 2021,0.0
MATRINCHA,January de 2022,0.0
MATRINCHA,February de 2022,0.0
MATRINCHA,March de 2022,0.0
MATRINCHA,April de 2022,0.0
MATRINCHA,May de 2022,0.0
MATRINCHA,June de 2022,0.0
MATRINCHA,July de 2022,0.0
MATRINCHA,August de 2022,0.0
MATRINCHA,September de 2022,0.0
MATRINCHA,October de 2022,0.0
MATRINCHA,November de 2022,0.0
MATRINCHA,December de 2022,0.0
MATRINCHA,January de 2023,0.0
MATRINCHA,February de 2023,0.0
MATRINCHA,March de 2023,1.0
MATRINCHA,April de 2023,0.0
MATRINCHA,May de 2023,0.0
MATRINCHA,June de 2023,0.0
MATRINCHA,July de 2023,0.0
MATRINCHA,August de 2023,0.0
MATRINCHA,September de 2023,0.0
MATRINCHA,October de 2023,0.0
MATRINCHA,November de 2023,0.0
MATRINCHA,December de 2023,0.0
MATRINCHA,January de 2024,0.0
MATRINCHA,February de 2024,0.0
MATRINCHA,March de 2024,0.0
MATRINCHA,April de 2024,0.0
MATRINCHA,May de 2024,0.0
MATRINCHA,June de 2024,0.0
MATRINCHA,July de 2024,0.0
MATRINCHA,August de 2024,0.0
MAURILANDIA,January de 2021,0.0
MAURILANDIA,February de 2021,0.0
MAURILANDIA,March de 2021,0.0
MAURILANDIA,April de 2021,0.0
MAURILANDIA,May de 2021,0.0
MAURILANDIA,June de 2021,1.0
MAURILANDIA,July de 2021,0.0
MAURILANDIA,August de 2021,1.0
MAURILANDIA,September de 2021,0.0
MAURILANDIA,October de 2021,0.0
MAURILANDIA,November de 2021,0.0
MAURILANDIA,December de 2021,0.0
MAURILANDIA,January de 2022,0.0
MAURILANDIA,February de 2022,1.0
MAURILANDIA,March de 2022,0.0
MAURILANDIA,April de 2022,0.0
MAURILANDIA,May de 2022,0.0
MAURILANDIA,June de 2022,0.0
MAURILANDIA,July de 2022,0.0
MAURILANDIA,August de 2022,0.0
MAURILANDIA,September de 2022,0.0
MAURILANDIA,October de 2022,0.0
MAURILANDIA,November de 2022,1.0
MAURILANDIA,December de 2022,0.0
MAURILANDIA,January de 2023,0.0
MAURILANDIA,February de 2023,0.0
MAURILANDIA,March de 2023,0.0
MAURILANDIA,April de 2023,0.0
MAURILANDIA,May de 2023,0.0
MAURILANDIA,June de 2023,0.0
MAURILANDIA,July de 2023,2.0
MAURILANDIA,August de 2023,0.0
MAURILANDIA,September de 2023,0.0
MAURILANDIA,October de 2023,1.0
MAURILANDIA,November de 2023,0.0
MAURILANDIA,December de 2023,0.0
MAURILANDIA,January de 2024,0.0
MAURILANDIA,February de 2024,0.0
MAURILANDIA,March de 2024,0.0
MAURILANDIA,April de 2024,0.0
MAURILANDIA,May de 2024,1.0
MAURILANDIA,June de 2024,0.0
MAURILANDIA,July de 2024,0.0
MAURILANDIA,August de 2024,0.0
MIMOSO DE GOIAS,January de 2021,0.0
MIMOSO DE GOIAS,February de 2021,0.0
MIMOSO DE GOIAS,March de 2021,0.0
MIMOSO DE GOIAS,April de 2021,0.0
MIMOSO DE GOIAS,May de 2021,0.0
MIMOSO DE GOIAS,June de 2021,0.0
MIMOSO DE GOIAS,July de 2021,0.0
MIMOSO DE GOIAS,August de 2021,0.0
MIMOSO DE GOIAS,September de 2021,0.0
MIMOSO DE GOIAS,October de 2021,0.0
MIMOSO DE GOIAS,November de 2021,0.0
MIMOSO DE GOIAS,December de 2021,0.0
MIMOSO DE GOIAS,January de 2022,1.0
MIMOSO DE GOIAS,February de 2022,0.0
MIMOSO DE GOIAS,March de 2022,0.0
MIMOSO DE GOIAS,April de 2022,0.0
MIMOSO DE GOIAS,May de 2022,0.0
MIMOSO DE GOIAS,June de 2022,0.0
MIMOSO DE GOIAS,July de 2022,0.0
MIMOSO DE GOIAS,August de 2022,0.0
MIMOSO DE GOIAS,September de 2022,0.0
MIMOSO DE GOIAS,October de 2022,0.0
MIMOSO DE GOIAS,November de 2022,0.0
MIMOSO DE GOIAS,December de 2022,0.0
MIMOSO DE GOIAS,January de 2023,0.0
MIMOSO DE GOIAS,February de 2023,0.0
MIMOSO DE GOIAS,March de 2023,0.0
MIMOSO DE GOIAS,April de 2023,0.0
MIMOSO DE GOIAS,May de 2023,0.0
MIMOSO DE GOIAS,June de 2023,0.0
MIMOSO DE GOIAS,July de 2023,0.0
MIMOSO DE GOIAS,August de 2023,0.0
MIMOSO DE GOIAS,September de 2023,0.0
MIMOSO DE GOIAS,October de 2023,0.0
MIMOSO DE GOIAS,November de 2023,0.0
MIMOSO DE GOIAS,December de 2023,0.0
MIMOSO DE GOIAS,January de 2024,0.0
MIMOSO DE GOIAS,February de 2024,0.0
MIMOSO DE GOIAS,March de 2024,0.0
MIMOSO DE GOIAS,April de 2024,0.0
MIMOSO DE GOIAS,May de 2024,0.0
MIMOSO DE GOIAS,June de 2024,0.0
MIMOSO DE GOIAS,July de 2024,0.0
MIMOSO DE GOIAS,August de 2024,0.0
MINACU,January de 2021,0.0
MINACU,February de 2021,0.0
MINACU,March de 2021,0.0
MINACU,April de 2021,0.0
MINACU,May de 2021,1.0
MINACU,June de 2021,0.0
MINACU,July de 2021,1.0
MINACU,August de 2021,0.0
MINACU,September de 2021,0.0
MINACU,October de 2021,0.0
MINACU,November de 2021,0.0
MINACU,December de 2021,0.0
MINACU,January de 2022,0.0
MINACU,February de 2022,0.0
MINACU,March de 2022,0.0
MINACU,April de 2022,0.0
MINACU,May de 2022,1.0
MINACU,June de 2022,0.0
MINACU,July de 2022,0.0
MINACU,August de 2022,0.0
MINACU,September de 2022,0.0
MINACU,October de 2022,0.0
MINACU,November de 2022,0.0
MINACU,December de 2022,2.0
MINACU,January de 2023,0.0
MINACU,February de 2023,0.0
MINACU,March de 2023,0.0
MINACU,April de 2023,1.0
MINACU,May de 2023,1.0
MINACU,June de 2023,0.0
MINACU,July de 2023,0.0
MINACU,August de 2023,0.0
MINACU,September de 2023,0.0
MINACU,October de 2023,0.0
MINACU,November de 2023,0.0
MINACU,December de 2023,0.0
MINACU,January de 2024,0.0
MINACU,February de 2024,0.0
MINACU,March de 2024,0.0
MINACU,April de 2024,0.0
MINACU,May de 2024,1.0
MINACU,June de 2024,0.0
MINACU,July de 2024,0.0
MINACU,August de 2024,0.0
MINEIROS,January de 2021,1.0
MINEIROS,February de 2021,0.0
MINEIROS,March de 2021,1.0
MINEIROS,April de 2021,1.0
MINEIROS,May de 2021,1.0
MINEIROS,June de 2021,0.0
MINEIROS,July de 2021,0.0
MINEIROS,August de 2021,0.0
MINEIROS,September de 2021,1.0
MINEIROS,October de 2021,0.0
MINEIROS,November de 2021,2.0
MINEIROS,December de 2021,0.0
MINEIROS,January de 2022,1.0
MINEIROS,February de 2022,0.0
MINEIROS,March de 2022,0.0
MINEIROS,April de 2022,2.0
MINEIROS,May de 2022,0.0
MINEIROS,June de 2022,1.0
MINEIROS,July de 2022,2.0
MINEIROS,August de 2022,0.0
MINEIROS,September de 2022,0.0
MINEIROS,October de 2022,0.0
MINEIROS,November de 2022,0.0
MINEIROS,December de 2022,0.0
MINEIROS,January de 2023,1.0
MINEIROS,February de 2023,0.0
MINEIROS,March de 2023,0.0
MINEIROS,April de 2023,0.0
MINEIROS,May de 2023,1.0
MINEIROS,June de 2023,0.0
MINEIROS,July de 2023,2.0
MINEIROS,August de 2023,0.0
MINEIROS,September de 2023,0.0
MINEIROS,October de 2023,0.0
MINEIROS,November de 2023,0.0
MINEIROS,December de 2023,0.0
MINEIROS,January de 2024,0.0
MINEIROS,February de 2024,1.0
MINEIROS,March de 2024,0.0
MINEIROS,April de 2024,0.0
MINEIROS,May de 2024,0.0
MINEIROS,June de 2024,1.0
MINEIROS,July de 2024,0.0
MINEIROS,August de 2024,0.0
MOIPORA,January de 2021,0.0
MOIPORA,February de 2021,0.0
MOIPORA,March de 2021,0.0
MOIPORA,April de 2021,0.0
MOIPORA,May de 2021,0.0
MOIPORA,June de 2021,0.0
MOIPORA,July de 2021,0.0
MOIPORA,August de 2021,0.0
MOIPORA,September de 2021,0.0
MOIPORA,October de 2021,0.0
MOIPORA,November de 2021,0.0
MOIPORA,December de 2021,0.0
MOIPORA,January de 2022,0.0
MOIPORA,February de 2022,0.0
MOIPORA,March de 2022,0.0
MOIPORA,April de 2022,0.0
MOIPORA,May de 2022,0.0
MOIPORA,June de 2022,0.0
MOIPORA,July de 2022,0.0
MOIPORA,August de 2022,0.0
MOIPORA,September de 2022,0.0
MOIPORA,October de 2022,0.0
MOIPORA,November de 2022,0.0
MOIPORA,December de 2022,0.0
MOIPORA,January de 2023,0.0
MOIPORA,February de 2023,0.0
MOIPORA,March de 2023,0.0
MOIPORA,April de 2023,0.0
MOIPORA,May de 2023,0.0
MOIPORA,June de 2023,0.0
MOIPORA,July de 2023,0.0
MOIPORA,August de 2023,0.0
MOIPORA,September de 2023,0.0
MOIPORA,October de 2023,0.0
MOIPORA,November de 2023,0.0
MOIPORA,December de 2023,0.0
MOIPORA,January de 2024,0.0
MOIPORA,February de 2024,0.0
MOIPORA,March de 2024,0.0
MOIPORA,April de 2024,0.0
MOIPORA,May de 2024,0.0
MOIPORA,June de 2024,0.0
MOIPORA,July de 2024,0.0
MOIPORA,August de 2024,0.0
MONTE ALEGRE DE GOIAS,January de 2021,0.0
MONTE ALEGRE DE GOIAS,February de 2021,0.0
MONTE ALEGRE DE GOIAS,March de 2021,0.0
MONTE ALEGRE DE GOIAS,April de 2021,0.0
MONTE ALEGRE DE GOIAS,May de 2021,0.0
MONTE ALEGRE DE GOIAS,June de 2021,0.0
MONTE ALEGRE DE GOIAS,July de 2021,0.0
MONTE ALEGRE DE GOIAS,August de 2021,0.0
MONTE ALEGRE DE GOIAS,September de 2021,0.0
MONTE ALEGRE DE GOIAS,October de 2021,0.0
MONTE ALEGRE DE GOIAS,November de 2021,0.0
MONTE ALEGRE DE GOIAS,December de 2021,0.0
MONTE ALEGRE DE GOIAS,January de 2022,0.0
MONTE ALEGRE DE GOIAS,February de 2022,0.0
MONTE ALEGRE DE GOIAS,March de 2022,0.0
MONTE ALEGRE DE GOIAS,April de 2022,0.0
MONTE ALEGRE DE GOIAS,May de 2022,0.0
MONTE ALEGRE DE GOIAS,June de 2022,0.0
MONTE ALEGRE DE GOIAS,July de 2022,0.0
MONTE ALEGRE DE GOIAS,August de 2022,0.0
MONTE ALEGRE DE GOIAS,September de 2022,0.0
MONTE ALEGRE DE GOIAS,October de 2022,0.0
MONTE ALEGRE DE GOIAS,November de 2022,0.0
MONTE ALEGRE DE GOIAS,December de 2022,0.0
MONTE ALEGRE DE GOIAS,January de 2023,0.0
MONTE ALEGRE DE GOIAS,February de 2023,0.0
MONTE ALEGRE DE GOIAS,March de 2023,0.0
MONTE ALEGRE DE GOIAS,April de 2023,0.0
MONTE ALEGRE DE GOIAS,May de 2023,0.0
MONTE ALEGRE DE GOIAS,June de 2023,0.0
MONTE ALEGRE DE GOIAS,July de 2023,0.0
MONTE ALEGRE DE GOIAS,August de 2023,0.0
MONTE ALEGRE DE GOIAS,September de 2023,0.0
MONTE ALEGRE DE GOIAS,October de 2023,0.0
MONTE ALEGRE DE GOIAS,November de 2023,0.0
MONTE ALEGRE DE GOIAS,December de 2023,0.0
MONTE ALEGRE DE GOIAS,January de 2024,0.0
MONTE ALEGRE DE GOIAS,February de 2024,0.0
MONTE ALEGRE DE GOIAS,March de 2024,0.0
MONTE ALEGRE DE GOIAS,April de 2024,0.0
MONTE ALEGRE DE GOIAS,May de 2024,1.0
MONTE ALEGRE DE GOIAS,June de 2024,0.0
MONTE ALEGRE DE GOIAS,July de 2024,0.0
MONTE ALEGRE DE GOIAS,August de 2024,0.0
MONTES CLAROS DE GOIAS,January de 2021,0.0
MONTES CLAROS DE GOIAS,February de 2021,0.0
MONTES CLAROS DE GOIAS,March de 2021,0.0
MONTES CLAROS DE GOIAS,April de 2021,0.0
MONTES CLAROS DE GOIAS,May de 2021,0.0
MONTES CLAROS DE GOIAS,June de 2021,0.0
MONTES CLAROS DE GOIAS,July de 2021,0.0
MONTES CLAROS DE GOIAS,August de 2021,0.0
MONTES CLAROS DE GOIAS,September de 2021,0.0
MONTES CLAROS DE GOIAS,October de 2021,0.0
MONTES CLAROS DE GOIAS,November de 2021,0.0
MONTES CLAROS DE GOIAS,December de 2021,0.0
MONTES CLAROS DE GOIAS,January de 2022,0.0
MONTES CLAROS DE GOIAS,February de 2022,0.0
